"rnp","name","regNumber","baseport","company","date","speed","direction","overall_EM_beh","year","month","Name","Description","lon_bin","lat_bin"
16139,"PROPEMEX Y-5-A","2503056923-7","MAZATLAN  SIN.","PESCA GAGUI, S.A. DE C.V.",2018-01-06 13:15:00,6.950323974,208,"not_hauling",2018,1,"Archipelago de Revillagigedo","",-113.9052167,20.00793333
16139,"PROPEMEX Y-5-A","2503056923-7","MAZATLAN  SIN.","PESCA GAGUI, S.A. DE C.V.",2018-01-06 14:15:00,6.081533477,210,"not_hauling",2018,1,"Archipelago de Revillagigedo","",-113.9703,19.92255
16139,"PROPEMEX Y-5-A","2503056923-7","MAZATLAN  SIN.","PESCA GAGUI, S.A. DE C.V.",2018-01-06 15:15:00,6.081533477,211,"not_hauling",2018,1,"Archipelago de Revillagigedo","",-114.0337333,19.83923333
16139,"PROPEMEX Y-5-A","2503056923-7","MAZATLAN  SIN.","PESCA GAGUI, S.A. DE C.V.",2018-01-06 16:15:00,6.081533477,218,"not_hauling",2018,1,"Archipelago de Revillagigedo","",-114.0979167,19.75481667
16139,"PROPEMEX Y-5-A","2503056923-7","MAZATLAN  SIN.","PESCA GAGUI, S.A. DE C.V.",2018-01-06 17:15:00,5.212742981,212,"not_hauling",2018,1,"Archipelago de Revillagigedo","",-114.15895,19.67441667
16139,"PROPEMEX Y-5-A","2503056923-7","MAZATLAN  SIN.","PESCA GAGUI, S.A. DE C.V.",2018-01-06 18:15:00,6.081533477,220,"not_hauling",2018,1,"Archipelago de Revillagigedo","",-114.2233,19.59965
16139,"PROPEMEX Y-5-A","2503056923-7","MAZATLAN  SIN.","PESCA GAGUI, S.A. DE C.V.",2018-01-06 19:15:00,5.212742981,227,"not_hauling",2018,1,"Archipelago de Revillagigedo","",-114.2920667,19.52501667
16139,"PROPEMEX Y-5-A","2503056923-7","MAZATLAN  SIN.","PESCA GAGUI, S.A. DE C.V.",2018-01-06 20:15:00,6.950323974,217,"not_hauling",2018,1,"Archipelago de Revillagigedo","",-114.3671333,19.44336667
16139,"PROPEMEX Y-5-A","2503056923-7","MAZATLAN  SIN.","PESCA GAGUI, S.A. DE C.V.",2018-01-06 21:15:00,6.081533477,218,"not_hauling",2018,1,"Archipelago de Revillagigedo","",-114.4441167,19.35958333
16139,"PROPEMEX Y-5-A","2503056923-7","MAZATLAN  SIN.","PESCA GAGUI, S.A. DE C.V.",2018-01-06 22:15:00,6.950323974,219,"not_hauling",2018,1,"Archipelago de Revillagigedo","",-114.5193667,19.2775
16139,"PROPEMEX Y-5-A","2503056923-7","MAZATLAN  SIN.","PESCA GAGUI, S.A. DE C.V.",2018-01-06 23:15:00,6.081533477,222,"not_hauling",2018,1,"Archipelago de Revillagigedo","",-114.5893667,19.20111667
16139,"PROPEMEX Y-5-A","2503056923-7","MAZATLAN  SIN.","PESCA GAGUI, S.A. DE C.V.",2018-01-07 00:15:00,6.081533477,226,"not_hauling",2018,1,"Archipelago de Revillagigedo","",-114.65975,19.12416667
16139,"PROPEMEX Y-5-A","2503056923-7","MAZATLAN  SIN.","PESCA GAGUI, S.A. DE C.V.",2018-01-07 01:15:00,6.081533477,227,"not_hauling",2018,1,"Archipelago de Revillagigedo","",-114.73205,19.04505
16139,"PROPEMEX Y-5-A","2503056923-7","MAZATLAN  SIN.","PESCA GAGUI, S.A. DE C.V.",2018-01-07 02:15:00,6.081533477,222,"not_hauling",2018,1,"Archipelago de Revillagigedo","",-114.80245,18.9679
16139,"PROPEMEX Y-5-A","2503056923-7","MAZATLAN  SIN.","PESCA GAGUI, S.A. DE C.V.",2018-01-07 03:15:00,6.081533477,220,"not_hauling",2018,1,"Archipelago de Revillagigedo","",-114.8738,18.88958333
16139,"PROPEMEX Y-5-A","2503056923-7","MAZATLAN  SIN.","PESCA GAGUI, S.A. DE C.V.",2018-01-07 04:15:00,6.081533477,223,"not_hauling",2018,1,"Archipelago de Revillagigedo","",-114.9460667,18.81018333
16139,"PROPEMEX Y-5-A","2503056923-7","MAZATLAN  SIN.","PESCA GAGUI, S.A. DE C.V.",2018-01-07 05:15:00,0.868790497,326,"hauling",2018,1,"Archipelago de Revillagigedo","",-114.9725667,18.76976667
16139,"PROPEMEX Y-5-A","2503056923-7","MAZATLAN  SIN.","PESCA GAGUI, S.A. DE C.V.",2018-01-07 06:15:00,0.868790497,176,"hauling",2018,1,"Archipelago de Revillagigedo","",-114.9671833,18.76218333
16139,"PROPEMEX Y-5-A","2503056923-7","MAZATLAN  SIN.","PESCA GAGUI, S.A. DE C.V.",2018-01-07 07:15:00,0,147,"hauling",2018,1,"Archipelago de Revillagigedo","",-114.96345,18.75413333
16139,"PROPEMEX Y-5-A","2503056923-7","MAZATLAN  SIN.","PESCA GAGUI, S.A. DE C.V.",2018-01-07 08:15:00,0,162,"hauling",2018,1,"Archipelago de Revillagigedo","",-114.9589833,18.74685
16139,"PROPEMEX Y-5-A","2503056923-7","MAZATLAN  SIN.","PESCA GAGUI, S.A. DE C.V.",2018-01-07 09:15:00,0.868790497,173,"hauling",2018,1,"Archipelago de Revillagigedo","",-114.95255,18.73721667
16139,"PROPEMEX Y-5-A","2503056923-7","MAZATLAN  SIN.","PESCA GAGUI, S.A. DE C.V.",2018-01-07 10:15:00,0,0,"hauling",2018,1,"Archipelago de Revillagigedo","",-114.9461833,18.72891667
16139,"PROPEMEX Y-5-A","2503056923-7","MAZATLAN  SIN.","PESCA GAGUI, S.A. DE C.V.",2018-01-07 11:15:00,0,0,"hauling",2018,1,"Archipelago de Revillagigedo","",-114.9421667,18.71893333
16139,"PROPEMEX Y-5-A","2503056923-7","MAZATLAN  SIN.","PESCA GAGUI, S.A. DE C.V.",2018-01-07 12:15:00,0.868790497,174,"hauling",2018,1,"Archipelago de Revillagigedo","",-114.9392833,18.70983333
16139,"PROPEMEX Y-5-A","2503056923-7","MAZATLAN  SIN.","PESCA GAGUI, S.A. DE C.V.",2018-01-07 13:15:00,0.868790497,118,"hauling",2018,1,"Archipelago de Revillagigedo","",-114.9371167,18.70001667
16139,"PROPEMEX Y-5-A","2503056923-7","MAZATLAN  SIN.","PESCA GAGUI, S.A. DE C.V.",2018-01-07 14:15:00,6.081533477,237,"not_hauling",2018,1,"Archipelago de Revillagigedo","",-114.9655,18.67671667
16139,"PROPEMEX Y-5-A","2503056923-7","MAZATLAN  SIN.","PESCA GAGUI, S.A. DE C.V.",2018-01-07 15:15:00,5.212742981,244,"not_hauling",2018,1,"Archipelago de Revillagigedo","",-115.05435,18.62458333
16139,"PROPEMEX Y-5-A","2503056923-7","MAZATLAN  SIN.","PESCA GAGUI, S.A. DE C.V.",2018-01-07 16:15:00,6.081533477,200,"not_hauling",2018,1,"Archipelago de Revillagigedo","",-115.1285167,18.55893333
16139,"PROPEMEX Y-5-A","2503056923-7","MAZATLAN  SIN.","PESCA GAGUI, S.A. DE C.V.",2018-01-07 17:15:00,6.081533477,198,"not_hauling",2018,1,"Archipelago de Revillagigedo","",-115.1692,18.45803333
16139,"PROPEMEX Y-5-A","2503056923-7","MAZATLAN  SIN.","PESCA GAGUI, S.A. DE C.V.",2018-01-07 18:15:00,6.950323974,201,"not_hauling",2018,1,"Archipelago de Revillagigedo","",-115.2099,18.35696667
16139,"PROPEMEX Y-5-A","2503056923-7","MAZATLAN  SIN.","PESCA GAGUI, S.A. DE C.V.",2018-01-07 19:15:00,6.950323974,201,"not_hauling",2018,1,"Archipelago de Revillagigedo","",-115.2530667,18.24966667
16139,"PROPEMEX Y-5-A","2503056923-7","MAZATLAN  SIN.","PESCA GAGUI, S.A. DE C.V.",2018-01-07 20:15:00,0.868790497,239,"hauling",2018,1,"Archipelago de Revillagigedo","",-115.2878,18.16796667
16139,"PROPEMEX Y-5-A","2503056923-7","MAZATLAN  SIN.","PESCA GAGUI, S.A. DE C.V.",2018-01-07 21:15:00,0.868790497,259,"hauling",2018,1,"Archipelago de Revillagigedo","",-115.2944167,18.16561667
16139,"PROPEMEX Y-5-A","2503056923-7","MAZATLAN  SIN.","PESCA GAGUI, S.A. DE C.V.",2018-01-07 22:15:00,0.868790497,260,"hauling",2018,1,"Archipelago de Revillagigedo","",-115.3021833,18.1619
16139,"PROPEMEX Y-5-A","2503056923-7","MAZATLAN  SIN.","PESCA GAGUI, S.A. DE C.V.",2018-01-07 23:15:00,0.868790497,307,"hauling",2018,1,"Archipelago de Revillagigedo","",-115.3107167,18.15906667
55137,"MEMILLO VI","2503022323-8","MAZATLAN","PESCA GAGUI, S.A. DE C.V.",2018-01-07 23:30:00,8.687904968,107,"not_hauling",2018,1,"Archipelago de Revillagigedo","",-115.3346333,18.16563333
16139,"PROPEMEX Y-5-A","2503056923-7","MAZATLAN  SIN.","PESCA GAGUI, S.A. DE C.V.",2018-01-08 00:15:00,0.868790497,225,"hauling",2018,1,"Archipelago de Revillagigedo","",-115.3199667,18.15908333
55137,"MEMILLO VI","2503022323-8","MAZATLAN","PESCA GAGUI, S.A. DE C.V.",2018-01-08 00:30:00,8.687904968,279,"not_hauling",2018,1,"Archipelago de Revillagigedo","",-115.4354833,18.1928
16139,"PROPEMEX Y-5-A","2503056923-7","MAZATLAN  SIN.","PESCA GAGUI, S.A. DE C.V.",2018-01-08 01:15:00,0,0,"hauling",2018,1,"Archipelago de Revillagigedo","",-115.3285667,18.16091667
16139,"PROPEMEX Y-5-A","2503056923-7","MAZATLAN  SIN.","PESCA GAGUI, S.A. DE C.V.",2018-01-08 02:15:00,0,0,"hauling",2018,1,"Archipelago de Revillagigedo","",-115.3370333,18.16205
16139,"PROPEMEX Y-5-A","2503056923-7","MAZATLAN  SIN.","PESCA GAGUI, S.A. DE C.V.",2018-01-08 03:15:00,0,288,"hauling",2018,1,"Archipelago de Revillagigedo","",-115.3458167,18.1638
16139,"PROPEMEX Y-5-A","2503056923-7","MAZATLAN  SIN.","PESCA GAGUI, S.A. DE C.V.",2018-01-08 04:15:00,0,0,"hauling",2018,1,"Archipelago de Revillagigedo","",-115.3541,18.16613333
16139,"PROPEMEX Y-5-A","2503056923-7","MAZATLAN  SIN.","PESCA GAGUI, S.A. DE C.V.",2018-01-08 05:15:00,0,0,"hauling",2018,1,"Archipelago de Revillagigedo","",-115.3610667,18.16886667
16139,"PROPEMEX Y-5-A","2503056923-7","MAZATLAN  SIN.","PESCA GAGUI, S.A. DE C.V.",2018-01-08 06:15:00,0,0,"hauling",2018,1,"Archipelago de Revillagigedo","",-115.3671667,18.16888333
16139,"PROPEMEX Y-5-A","2503056923-7","MAZATLAN  SIN.","PESCA GAGUI, S.A. DE C.V.",2018-01-08 07:15:00,0,0,"hauling",2018,1,"Archipelago de Revillagigedo","",-115.3717,18.16816667
16139,"PROPEMEX Y-5-A","2503056923-7","MAZATLAN  SIN.","PESCA GAGUI, S.A. DE C.V.",2018-01-08 08:15:00,4.343952484,82,"not_hauling",2018,1,"Archipelago de Revillagigedo","",-115.36235,18.1696
16139,"PROPEMEX Y-5-A","2503056923-7","MAZATLAN  SIN.","PESCA GAGUI, S.A. DE C.V.",2018-01-08 09:15:00,0.868790497,212,"hauling",2018,1,"Archipelago de Revillagigedo","",-115.2965167,18.18361667
16139,"PROPEMEX Y-5-A","2503056923-7","MAZATLAN  SIN.","PESCA GAGUI, S.A. DE C.V.",2018-01-08 10:15:00,6.081533477,26,"not_hauling",2018,1,"Archipelago de Revillagigedo","",-115.2459667,18.24201667
16139,"PROPEMEX Y-5-A","2503056923-7","MAZATLAN  SIN.","PESCA GAGUI, S.A. DE C.V.",2018-01-08 11:15:00,0.868790497,348,"hauling",2018,1,"Archipelago de Revillagigedo","",-115.2181333,18.31643333
16139,"PROPEMEX Y-5-A","2503056923-7","MAZATLAN  SIN.","PESCA GAGUI, S.A. DE C.V.",2018-01-08 12:15:00,6.081533477,39,"not_hauling",2018,1,"Archipelago de Revillagigedo","",-115.1596,18.37598333
16139,"PROPEMEX Y-5-A","2503056923-7","MAZATLAN  SIN.","PESCA GAGUI, S.A. DE C.V.",2018-01-08 13:15:00,6.081533477,32,"not_hauling",2018,1,"Archipelago de Revillagigedo","",-115.1015,18.44941667
16139,"PROPEMEX Y-5-A","2503056923-7","MAZATLAN  SIN.","PESCA GAGUI, S.A. DE C.V.",2018-01-08 14:15:00,0.868790497,79,"hauling",2018,1,"Archipelago de Revillagigedo","",-115.0485333,18.50411667
16139,"PROPEMEX Y-5-A","2503056923-7","MAZATLAN  SIN.","PESCA GAGUI, S.A. DE C.V.",2018-01-08 15:15:00,6.950323974,307,"not_hauling",2018,1,"Archipelago de Revillagigedo","",-115.0561667,18.55005
16139,"PROPEMEX Y-5-A","2503056923-7","MAZATLAN  SIN.","PESCA GAGUI, S.A. DE C.V.",2018-01-08 16:15:00,6.950323974,307,"not_hauling",2018,1,"Archipelago de Revillagigedo","",-115.1526167,18.62168333
16139,"PROPEMEX Y-5-A","2503056923-7","MAZATLAN  SIN.","PESCA GAGUI, S.A. DE C.V.",2018-01-08 17:15:00,7.819114471,309,"not_hauling",2018,1,"Archipelago de Revillagigedo","",-115.2523,18.69555
16139,"PROPEMEX Y-5-A","2503056923-7","MAZATLAN  SIN.","PESCA GAGUI, S.A. DE C.V.",2018-01-08 18:15:00,6.950323974,310,"not_hauling",2018,1,"Archipelago de Revillagigedo","",-115.3530333,18.7701
16139,"PROPEMEX Y-5-A","2503056923-7","MAZATLAN  SIN.","PESCA GAGUI, S.A. DE C.V.",2018-01-08 19:15:00,6.950323974,308,"not_hauling",2018,1,"Archipelago de Revillagigedo","",-115.4513667,18.84275
54858,"MEMILLO V","2503057523-3","MAZATLAN","PESCA MAGUI, S.A. DE C.V.",2018-01-12 00:06:00,0.868790497,194,"hauling",2018,1,"Archipelago de Revillagigedo","",-115.1920333,20.00683333
54858,"MEMILLO V","2503057523-3","MAZATLAN","PESCA MAGUI, S.A. DE C.V.",2018-01-12 01:06:00,1.737580994,185,"hauling",2018,1,"Archipelago de Revillagigedo","",-115.1967333,19.9963
54858,"MEMILLO V","2503057523-3","MAZATLAN","PESCA MAGUI, S.A. DE C.V.",2018-01-12 02:06:00,2.60637149,167,"hauling",2018,1,"Archipelago de Revillagigedo","",-115.201,19.98776667
54858,"MEMILLO V","2503057523-3","MAZATLAN","PESCA MAGUI, S.A. DE C.V.",2018-01-12 03:06:00,0,0,"hauling",2018,1,"Archipelago de Revillagigedo","",-115.2055667,19.98016667
54858,"MEMILLO V","2503057523-3","MAZATLAN","PESCA MAGUI, S.A. DE C.V.",2018-01-12 04:06:00,0.868790497,231,"hauling",2018,1,"Archipelago de Revillagigedo","",-115.2089667,19.97296667
54858,"MEMILLO V","2503057523-3","MAZATLAN","PESCA MAGUI, S.A. DE C.V.",2018-01-12 05:06:00,0.868790497,153,"hauling",2018,1,"Archipelago de Revillagigedo","",-115.2089,19.96505
54858,"MEMILLO V","2503057523-3","MAZATLAN","PESCA MAGUI, S.A. DE C.V.",2018-01-12 06:06:00,0.868790497,0,"hauling",2018,1,"Archipelago de Revillagigedo","",-115.2081333,19.95596667
54858,"MEMILLO V","2503057523-3","MAZATLAN","PESCA MAGUI, S.A. DE C.V.",2018-01-12 07:06:00,1.737580994,151,"hauling",2018,1,"Archipelago de Revillagigedo","",-115.2074667,19.9479
54858,"MEMILLO V","2503057523-3","MAZATLAN","PESCA MAGUI, S.A. DE C.V.",2018-01-12 08:06:00,0.868790497,167,"hauling",2018,1,"Archipelago de Revillagigedo","",-115.2113,19.94258333
54858,"MEMILLO V","2503057523-3","MAZATLAN","PESCA MAGUI, S.A. DE C.V.",2018-01-12 09:06:00,0,0,"hauling",2018,1,"Archipelago de Revillagigedo","",-115.1884833,19.98323333
43547,"PEZ DE ACERO VII","2503238523-6","MAZATLAN  SIN.","PESQUERA JUSAJELI, S.A. DE C.V.",2018-01-14 12:10:00,6.081533477,207,"not_hauling",2018,1,"Archipelago de Revillagigedo","",-115.0240667,19.93821667
43547,"PEZ DE ACERO VII","2503238523-6","MAZATLAN  SIN.","PESQUERA JUSAJELI, S.A. DE C.V.",2018-01-14 13:10:00,5.212742981,210,"not_hauling",2018,1,"Archipelago de Revillagigedo","",-115.0785333,19.85575
43547,"PEZ DE ACERO VII","2503238523-6","MAZATLAN  SIN.","PESQUERA JUSAJELI, S.A. DE C.V.",2018-01-14 14:10:00,1.737580994,216,"hauling",2018,1,"Archipelago de Revillagigedo","",-115.1234167,19.77833333
43547,"PEZ DE ACERO VII","2503238523-6","MAZATLAN  SIN.","PESQUERA JUSAJELI, S.A. DE C.V.",2018-01-14 15:10:00,0.868790497,280,"hauling",2018,1,"Archipelago de Revillagigedo","",-115.1341667,19.77165
43547,"PEZ DE ACERO VII","2503238523-6","MAZATLAN  SIN.","PESQUERA JUSAJELI, S.A. DE C.V.",2018-01-14 16:10:00,0.868790497,0,"hauling",2018,1,"Archipelago de Revillagigedo","",-115.14425,19.76685
43547,"PEZ DE ACERO VII","2503238523-6","MAZATLAN  SIN.","PESQUERA JUSAJELI, S.A. DE C.V.",2018-01-14 17:10:00,0.868790497,314,"hauling",2018,1,"Archipelago de Revillagigedo","",-115.1540333,19.76298333
43547,"PEZ DE ACERO VII","2503238523-6","MAZATLAN  SIN.","PESQUERA JUSAJELI, S.A. DE C.V.",2018-01-14 18:10:00,0,0,"hauling",2018,1,"Archipelago de Revillagigedo","",-115.1629,19.75855
43547,"PEZ DE ACERO VII","2503238523-6","MAZATLAN  SIN.","PESQUERA JUSAJELI, S.A. DE C.V.",2018-01-14 19:10:00,0.868790497,224,"hauling",2018,1,"Archipelago de Revillagigedo","",-115.1686667,19.75495
43547,"PEZ DE ACERO VII","2503238523-6","MAZATLAN  SIN.","PESQUERA JUSAJELI, S.A. DE C.V.",2018-01-14 20:10:00,0,0,"hauling",2018,1,"Archipelago de Revillagigedo","",-115.1728667,19.75173333
43547,"PEZ DE ACERO VII","2503238523-6","MAZATLAN  SIN.","PESQUERA JUSAJELI, S.A. DE C.V.",2018-01-14 21:10:00,0.868790497,296,"hauling",2018,1,"Archipelago de Revillagigedo","",-115.17665,19.74993333
43547,"PEZ DE ACERO VII","2503238523-6","MAZATLAN  SIN.","PESQUERA JUSAJELI, S.A. DE C.V.",2018-01-14 22:10:00,0,0,"hauling",2018,1,"Archipelago de Revillagigedo","",-115.1790667,19.74775
43547,"PEZ DE ACERO VII","2503238523-6","MAZATLAN  SIN.","PESQUERA JUSAJELI, S.A. DE C.V.",2018-01-14 23:10:00,0,0,"hauling",2018,1,"Archipelago de Revillagigedo","",-115.1804167,19.74675
43547,"PEZ DE ACERO VII","2503238523-6","MAZATLAN  SIN.","PESQUERA JUSAJELI, S.A. DE C.V.",2018-01-15 00:10:00,0,0,"hauling",2018,1,"Archipelago de Revillagigedo","",-115.1829,19.74381667
43547,"PEZ DE ACERO VII","2503238523-6","MAZATLAN  SIN.","PESQUERA JUSAJELI, S.A. DE C.V.",2018-01-15 01:10:00,0,0,"hauling",2018,1,"Archipelago de Revillagigedo","",-115.1873167,19.7409
43547,"PEZ DE ACERO VII","2503238523-6","MAZATLAN  SIN.","PESQUERA JUSAJELI, S.A. DE C.V.",2018-01-15 02:10:00,0,0,"hauling",2018,1,"Archipelago de Revillagigedo","",-115.1928667,19.73885
43547,"PEZ DE ACERO VII","2503238523-6","MAZATLAN  SIN.","PESQUERA JUSAJELI, S.A. DE C.V.",2018-01-15 03:10:00,0.868790497,225,"hauling",2018,1,"Archipelago de Revillagigedo","",-115.19825,19.73613333
43547,"PEZ DE ACERO VII","2503238523-6","MAZATLAN  SIN.","PESQUERA JUSAJELI, S.A. DE C.V.",2018-01-15 04:10:00,0.868790497,187,"hauling",2018,1,"Archipelago de Revillagigedo","",-115.2025833,19.73041667
43547,"PEZ DE ACERO VII","2503238523-6","MAZATLAN  SIN.","PESQUERA JUSAJELI, S.A. DE C.V.",2018-01-15 05:10:00,0.868790497,187,"hauling",2018,1,"Archipelago de Revillagigedo","",-115.2085333,19.7253
43547,"PEZ DE ACERO VII","2503238523-6","MAZATLAN  SIN.","PESQUERA JUSAJELI, S.A. DE C.V.",2018-01-15 06:10:00,0.868790497,1,"hauling",2018,1,"Archipelago de Revillagigedo","",-115.2134167,19.72071667
43547,"PEZ DE ACERO VII","2503238523-6","MAZATLAN  SIN.","PESQUERA JUSAJELI, S.A. DE C.V.",2018-01-15 07:10:00,6.950323974,86,"not_hauling",2018,1,"Archipelago de Revillagigedo","",-115.16635,19.71875
43547,"PEZ DE ACERO VII","2503238523-6","MAZATLAN  SIN.","PESQUERA JUSAJELI, S.A. DE C.V.",2018-01-15 08:10:00,0,0,"hauling",2018,1,"Archipelago de Revillagigedo","",-115.09655,19.70241667
43547,"PEZ DE ACERO VII","2503238523-6","MAZATLAN  SIN.","PESQUERA JUSAJELI, S.A. DE C.V.",2018-01-15 09:06:00,6.081533477,77,"not_hauling",2018,1,"Archipelago de Revillagigedo","",-115.0453167,19.71593333
43547,"PEZ DE ACERO VII","2503238523-6","MAZATLAN  SIN.","PESQUERA JUSAJELI, S.A. DE C.V.",2018-01-15 09:06:00,6.081533477,77,"not_hauling",2018,1,"Archipelago de Revillagigedo","",-115.0453167,19.71593333
43547,"PEZ DE ACERO VII","2503238523-6","MAZATLAN  SIN.","PESQUERA JUSAJELI, S.A. DE C.V.",2018-01-15 09:06:00,6.081533477,77,"not_hauling",2018,1,"Archipelago de Revillagigedo","",-115.0453167,19.71593333
43547,"PEZ DE ACERO VII","2503238523-6","MAZATLAN  SIN.","PESQUERA JUSAJELI, S.A. DE C.V.",2018-01-15 09:07:00,6.081533477,77,"not_hauling",2018,1,"Archipelago de Revillagigedo","",-115.0453167,19.71593333
43547,"PEZ DE ACERO VII","2503238523-6","MAZATLAN  SIN.","PESQUERA JUSAJELI, S.A. DE C.V.",2018-01-15 09:07:00,6.081533477,77,"not_hauling",2018,1,"Archipelago de Revillagigedo","",-115.0453167,19.71593333
43547,"PEZ DE ACERO VII","2503238523-6","MAZATLAN  SIN.","PESQUERA JUSAJELI, S.A. DE C.V.",2018-01-15 09:10:00,6.081533477,81,"not_hauling",2018,1,"Archipelago de Revillagigedo","",-115.0385,19.7175
43547,"PEZ DE ACERO VII","2503238523-6","MAZATLAN  SIN.","PESQUERA JUSAJELI, S.A. DE C.V.",2018-01-15 10:10:00,6.081533477,286,"not_hauling",2018,1,"Archipelago de Revillagigedo","",-115.0166,19.75331667
43547,"PEZ DE ACERO VII","2503238523-6","MAZATLAN  SIN.","PESQUERA JUSAJELI, S.A. DE C.V.",2018-01-15 11:10:00,0.868790497,86,"hauling",2018,1,"Archipelago de Revillagigedo","",-115.0440833,19.82111667
43547,"PEZ DE ACERO VII","2503238523-6","MAZATLAN  SIN.","PESQUERA JUSAJELI, S.A. DE C.V.",2018-01-15 12:10:00,8.687904968,226,"not_hauling",2018,1,"Archipelago de Revillagigedo","",-115.04005,19.84636667
43547,"PEZ DE ACERO VII","2503238523-6","MAZATLAN  SIN.","PESQUERA JUSAJELI, S.A. DE C.V.",2018-01-15 13:10:00,8.687904968,217,"not_hauling",2018,1,"Archipelago de Revillagigedo","",-115.1370667,19.72686667
43547,"PEZ DE ACERO VII","2503238523-6","MAZATLAN  SIN.","PESQUERA JUSAJELI, S.A. DE C.V.",2018-01-15 14:10:00,8.687904968,221,"not_hauling",2018,1,"Archipelago de Revillagigedo","",-115.2326167,19.60905
43547,"PEZ DE ACERO VII","2503238523-6","MAZATLAN  SIN.","PESQUERA JUSAJELI, S.A. DE C.V.",2018-01-15 15:10:00,8.687904968,214,"not_hauling",2018,1,"Archipelago de Revillagigedo","",-115.3290167,19.4922
43547,"PEZ DE ACERO VII","2503238523-6","MAZATLAN  SIN.","PESQUERA JUSAJELI, S.A. DE C.V.",2018-01-15 16:10:00,6.081533477,208,"not_hauling",2018,1,"Archipelago de Revillagigedo","",-115.4179333,19.37738333
43547,"PEZ DE ACERO VII","2503238523-6","MAZATLAN  SIN.","PESQUERA JUSAJELI, S.A. DE C.V.",2018-01-15 17:10:00,6.081533477,204,"not_hauling",2018,1,"Archipelago de Revillagigedo","",-115.4667833,19.28796667
40956,"PEZ DE ACERO XI","25031084235","MAZATLAN  SIN.","PESQUERA JUSAJELI, S.A. DE C.V.",2018-01-19 07:05:00,0,182,"hauling",2018,1,"Archipelago de Revillagigedo","",-114.4983,19.97453333
40956,"PEZ DE ACERO XI","25031084235","MAZATLAN  SIN.","PESQUERA JUSAJELI, S.A. DE C.V.",2018-01-19 08:05:00,0.868790497,143,"hauling",2018,1,"Archipelago de Revillagigedo","",-114.49975,19.9687
40956,"PEZ DE ACERO XI","25031084235","MAZATLAN  SIN.","PESQUERA JUSAJELI, S.A. DE C.V.",2018-01-19 09:05:00,0,147,"hauling",2018,1,"Archipelago de Revillagigedo","",-114.50025,19.96276667
40956,"PEZ DE ACERO XI","25031084235","MAZATLAN  SIN.","PESQUERA JUSAJELI, S.A. DE C.V.",2018-01-19 10:05:00,7.819114471,273,"not_hauling",2018,1,"Archipelago de Revillagigedo","",-114.5047833,19.95623333
40956,"PEZ DE ACERO XI","25031084235","MAZATLAN  SIN.","PESQUERA JUSAJELI, S.A. DE C.V.",2018-01-19 11:05:00,0.868790497,155,"hauling",2018,1,"Archipelago de Revillagigedo","",-114.6137667,19.96866667
40956,"PEZ DE ACERO XI","25031084235","MAZATLAN  SIN.","PESQUERA JUSAJELI, S.A. DE C.V.",2018-01-20 13:05:00,0.868790497,259,"hauling",2018,1,"Archipelago de Revillagigedo","",-114.4523333,19.94868333
40956,"PEZ DE ACERO XI","25031084235","MAZATLAN  SIN.","PESQUERA JUSAJELI, S.A. DE C.V.",2018-01-20 14:05:00,7.819114471,234,"not_hauling",2018,1,"Archipelago de Revillagigedo","",-114.4874167,19.88426667
40956,"PEZ DE ACERO XI","25031084235","MAZATLAN  SIN.","PESQUERA JUSAJELI, S.A. DE C.V.",2018-01-20 15:05:00,1.737580994,235,"hauling",2018,1,"Archipelago de Revillagigedo","",-114.557,19.85248333
40956,"PEZ DE ACERO XI","25031084235","MAZATLAN  SIN.","PESQUERA JUSAJELI, S.A. DE C.V.",2018-01-20 16:05:00,8.687904968,308,"not_hauling",2018,1,"Archipelago de Revillagigedo","",-114.5937333,19.85635
40956,"PEZ DE ACERO XI","25031084235","MAZATLAN  SIN.","PESQUERA JUSAJELI, S.A. DE C.V.",2018-01-20 17:05:00,8.687904968,307,"not_hauling",2018,1,"Archipelago de Revillagigedo","",-114.6953,19.93858333
40956,"PEZ DE ACERO XI","25031084235","MAZATLAN  SIN.","PESQUERA JUSAJELI, S.A. DE C.V.",2018-01-23 02:05:00,0.868790497,92,"hauling",2018,1,"Archipelago de Revillagigedo","",-115.4169667,20.00548333
40956,"PEZ DE ACERO XI","25031084235","MAZATLAN  SIN.","PESQUERA JUSAJELI, S.A. DE C.V.",2018-01-23 03:05:00,0.868790497,229,"hauling",2018,1,"Archipelago de Revillagigedo","",-115.41315,19.99563333
40956,"PEZ DE ACERO XI","25031084235","MAZATLAN  SIN.","PESQUERA JUSAJELI, S.A. DE C.V.",2018-01-23 04:05:00,0,0,"hauling",2018,1,"Archipelago de Revillagigedo","",-115.4081333,19.98638333
40956,"PEZ DE ACERO XI","25031084235","MAZATLAN  SIN.","PESQUERA JUSAJELI, S.A. DE C.V.",2018-01-23 05:05:00,1.737580994,194,"hauling",2018,1,"Archipelago de Revillagigedo","",-115.4027,19.9774
40956,"PEZ DE ACERO XI","25031084235","MAZATLAN  SIN.","PESQUERA JUSAJELI, S.A. DE C.V.",2018-01-23 06:05:00,1.737580994,202,"hauling",2018,1,"Archipelago de Revillagigedo","",-115.3988167,19.96748333
